1, 1, 1, 1, 1b5
1, 1, 1, 1, 2b5
1, 1, 1, 1, 3b5
1, 1, 1, 1, 4b5
1, 1, 1, 1, 5b5
1, 1, 1, 2, 1b5
1, 1, 1, 2, 2b5
1, 1, 1, 2, 3b5
1, 1, 1, 2, 4b5
1, 1, 1, 2, 5b5
1, 1, 1, 3, 1b5
1, 1, 1, 3, 2b5
1, 1, 1, 3, 3b5
1, 1, 1, 3, 4b5
1, 1, 1, 3, 5b5
1, 1, 1, 4, 1b5
1, 1, 1, 4, 2b5
1, 1, 1, 4, 3b5
1, 1, 1, 4, 4b5
1, 1, 1, 4, 5b5
1, 1, 1, 5, 1b5
1, 1, 1, 5, 2b5
1, 1, 1, 5, 3b5
1, 1, 1, 5, 4b5
1, 1, 1, 5, 5b5
1, 1, 2, 1, 1b5
1, 1, 2, 1, 2b5
1, 1, 2, 1, 3b5
1, 1, 2, 1, 4b5
1, 1, 2, 1, 5b5
1, 1, 2, 2, 1b5
1, 1, 2, 2, 2b5
1, 1, 2, 2, 3b5
1, 1, 2, 2, 4b5
1, 1, 2, 2, 5b5
1, 1, 2, 3, 1b5
1, 1, 2, 3, 2b5
1, 1, 2, 3, 3b5
1, 1, 2, 3, 4b5
1, 1, 2, 3, 5b5
1, 1, 2, 4, 1b5
1, 1, 2, 4, 2b5
1, 1, 2, 4, 3b5
1, 1, 2, 4, 4b5
1, 1, 2, 4, 5b5
1, 1, 2, 5, 1b5
1, 1, 2, 5, 2b5
1, 1, 2, 5, 3b5
1, 1, 2, 5, 4b5
1, 1, 2, 5, 5b5
1, 1, 3, 1, 1b5
1, 1, 3, 1, 2b5
1, 1, 3, 1, 3b5
1, 1, 3, 1, 4b5
1, 1, 3, 1, 5b5
1, 1, 3, 2, 1b5
1, 1, 3, 2, 2b5
1, 1, 3, 2, 3b5
1, 1, 3, 2, 4b5
1, 1, 3, 2, 5b5
1, 1, 3, 3, 1b5
1, 1, 3, 3, 2b5
1, 1, 3, 3, 3b5
1, 1, 3, 3, 4b5
1, 1, 3, 3, 5b5
1, 1, 3, 4, 1b5
1, 1, 3, 4, 2b5
1, 1, 3, 4, 3b5
1, 1, 3, 4, 4b5
1, 1, 3, 4, 5b5
1, 1, 3, 5, 1b5
1, 1, 3, 5, 2b5
1, 1, 3, 5, 3b5
1, 1, 3, 5, 4b5
1, 1, 3, 5, 5b5
1, 1, 4, 1, 1b5
1, 1, 4, 1, 2b5
1, 1, 4, 1, 3b5
1, 1, 4, 1, 4b5
1, 1, 4, 1, 5b5
1, 1, 4, 2, 1b5
1, 1, 4, 2, 2b5
1, 1, 4, 2, 3b5
1, 1, 4, 2, 4b5
1, 1, 4, 2, 5b5
1, 1, 4, 3, 1b5
1, 1, 4, 3, 2b5
1, 1, 4, 3, 3b5
1, 1, 4, 3, 4b5
1, 1, 4, 3, 5b5
1, 1, 4, 4, 1b5
1, 1, 4, 4, 2b5
1, 1, 4, 4, 3b5
1, 1, 4, 4, 4b5
1, 1, 4, 4, 5b5
1, 1, 4, 5, 1b5
1, 1, 4, 5, 2b5
1, 1, 4, 5, 3b5
1, 1, 4, 5, 4b5
1, 1, 4, 5, 5b5
1, 1, 5, 1, 1b5
1, 1, 5, 1, 2b5
1, 1, 5, 1, 3b5
1, 1, 5, 1, 4b5
1, 1, 5, 1, 5b5
1, 1, 5, 2, 1b5
1, 1, 5, 2, 2b5
1, 1, 5, 2, 3b5
1, 1, 5, 2, 4b5
1, 1, 5, 2, 5b5
1, 1, 5, 3, 1b5
1, 1, 5, 3, 2b5
1, 1, 5, 3, 3b5
1, 1, 5, 3, 4b5
1, 1, 5, 3, 5b5
1, 1, 5, 4, 1b5
1, 1, 5, 4, 2b5
1, 1, 5, 4, 3b5
1, 1, 5, 4, 4b5
1, 1, 5, 4, 5b5
1, 1, 5, 5, 1b5
1, 1, 5, 5, 2b5
1, 1, 5, 5, 3b5
1, 1, 5, 5, 4b5
1, 1, 5, 5, 5b5
1, 2, 1, 1, 1b5
1, 2, 1, 1, 2b5
1, 2, 1, 1, 3b5
1, 2, 1, 1, 4b5
1, 2, 1, 1, 5b5
1, 2, 1, 2, 1b5
1, 2, 1, 2, 2b5
1, 2, 1, 2, 3b5
1, 2, 1, 2, 4b5
1, 2, 1, 2, 5b5
1, 2, 1, 3, 1b5
1, 2, 1, 3, 2b5
1, 2, 1, 3, 3b5
1, 2, 1, 3, 4b5
1, 2, 1, 3, 5b5
1, 2, 1, 4, 1b5
1, 2, 1, 4, 2b5
1, 2, 1, 4, 3b5
1, 2, 1, 4, 4b5
1, 2, 1, 4, 5b5
1, 2, 1, 5, 1b5
1, 2, 1, 5, 2b5
1, 2, 1, 5, 3b5
1, 2, 1, 5, 4b5
1, 2, 1, 5, 5b5
1, 2, 2, 1, 1b5
1, 2, 2, 1, 2b5
1, 2, 2, 1, 3b5
1, 2, 2, 1, 4b5
1, 2, 2, 1, 5b5
1, 2, 2, 2, 1b5
1, 2, 2, 2, 2b5
1, 2, 2, 2, 3b5
1, 2, 2, 2, 4b5
1, 2, 2, 2, 5b5
1, 2, 2, 3, 1b5
1, 2, 2, 3, 2b5
1, 2, 2, 3, 3b5
1, 2, 2, 3, 4b5
1, 2, 2, 3, 5b5
1, 2, 2, 4, 1b5
1, 2, 2, 4, 2b5
1, 2, 2, 4, 3b5
1, 2, 2, 4, 4b5
1, 2, 2, 4, 5b5
1, 2, 2, 5, 1b5
1, 2, 2, 5, 2b5
1, 2, 2, 5, 3b5
1, 2, 2, 5, 4b5
1, 2, 2, 5, 5b5
1, 2, 3, 1, 1b5
1, 2, 3, 1, 2b5
1, 2, 3, 1, 3b5
1, 2, 3, 1, 4b5
1, 2, 3, 1, 5b5
1, 2, 3, 2, 1b5
1, 2, 3, 2, 2b5
1, 2, 3, 2, 3b5
1, 2, 3, 2, 4b5
