1, 1, 1, 1, 1, 1b6
1, 1, 1, 1, 1, 2b6
1, 1, 1, 1, 1, 3b6
1, 1, 1, 1, 1, 4b6
1, 1, 1, 1, 1, 5b6
1, 1, 1, 1, 1, 6b6
1, 1, 1, 1, 2, 1b6
1, 1, 1, 1, 2, 2b6
1, 1, 1, 1, 2, 3b6
1, 1, 1, 1, 2, 4b6
1, 1, 1, 1, 2, 5b6
1, 1, 1, 1, 2, 6b6
1, 1, 1, 1, 3, 1b6
1, 1, 1, 1, 3, 2b6
1, 1, 1, 1, 3, 3b6
1, 1, 1, 1, 3, 4b6
1, 1, 1, 1, 3, 5b6
1, 1, 1, 1, 3, 6b6
1, 1, 1, 1, 4, 1b6
1, 1, 1, 1, 4, 2b6
1, 1, 1, 1, 4, 3b6
1, 1, 1, 1, 4, 4b6
1, 1, 1, 1, 4, 5b6
1, 1, 1, 1, 4, 6b6
1, 1, 1, 1, 5, 1b6
1, 1, 1, 1, 5, 2b6
1, 1, 1, 1, 5, 3b6
1, 1, 1, 1, 5, 4b6
1, 1, 1, 1, 5, 5b6
1, 1, 1, 1, 5, 6b6
1, 1, 1, 1, 6, 1b6
1, 1, 1, 1, 6, 2b6
1, 1, 1, 1, 6, 3b6
1, 1, 1, 1, 6, 4b6
1, 1, 1, 1, 6, 5b6
1, 1, 1, 1, 6, 6b6
1, 1, 1, 2, 1, 1b6
1, 1, 1, 2, 1, 2b6
1, 1, 1, 2, 1, 3b6
1, 1, 1, 2, 1, 4b6
1, 1, 1, 2, 1, 5b6
1, 1, 1, 2, 1, 6b6
1, 1, 1, 2, 2, 1b6
1, 1, 1, 2, 2, 2b6
1, 1, 1, 2, 2, 3b6
1, 1, 1, 2, 2, 4b6
1, 1, 1, 2, 2, 5b6
1, 1, 1, 2, 2, 6b6
1, 1, 1, 2, 3, 1b6
1, 1, 1, 2, 3, 2b6
1, 1, 1, 2, 3, 3b6
1, 1, 1, 2, 3, 4b6
1, 1, 1, 2, 3, 5b6
1, 1, 1, 2, 3, 6b6
1, 1, 1, 2, 4, 1b6
1, 1, 1, 2, 4, 2b6
1, 1, 1, 2, 4, 3b6
